DATE	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13
211115	1/32	16/32	32/32	2/32	5/32	11/32	1/32	6/32	2/32	7/32	18/32	2/32	10/32
220102	25/32	32/32	32/32	30/32	32/32	32/32	14/32	31/32	7/32	30/32	32/32	9/32	32/32
220104	32/32	32/32	32/32	32/32	32/32	32/32	32/32	32/32	14/32	31/32	32/32	19/32	32/32
220109	32/32	32/32	32/32	32/32	32/32	32/32	32/32	32/32	23/32	32/32	32/32	25/32	32/32
