DATE	A01	A02
220204	0/35	N/A
220213	4/35	N/A
220214	7/35	N/A
220215	15/35	N/A
220216	17/35	N/A
220216	22/35	N/A
220217	23/35	N/A
220219	24/35	N/A
220221	26/35	N/A
220222	28/35	N/A
220223	33/35	N/A
220224	35/35 WL3	N/A
220225	35/35 WL6	N/A
220228	35/35 WL7	N/A
220305	35/35 WL8	N/A
220306	35/35 WL9	N/A
220307	35/35 WL8	N/A
220308	35/35 WL7	N/A
220314	35/28 WL7	N/A
220316	31/28 WL4	8/28
220317	31/28 WL3	9/28
220321	30/28 WL3	11/28
220323	28/28 WL2	12/28
