DATE	A00	B00
220204	0/60	0/60
220212	3/60	2/60
220213	8/60	3/60
220214	16/60	10/60
220215	18/60	16/60
220216	19/60	18/60
220216	20/60	18/60
220218	20/60	20/60
220219	23/60	22/60
220220	24/60	22/60
220222	24/60	23/60
220223	25/60	23/60
220224	26/60	23/60
220228	26/60	24/60
220301	27/60	25/60
220302	29/60	25/60
220303	29/60	26/60
220304	29/60	27/60
220307	30/60	27/60
220309	31/60	27/60
220310	31/60	28/60
220314	32/60	29/60
220316	33/60	29/60
