DATE	A01	A02	A03	A04
211115	25/25	25/25	25/25	25/25
220102	25/25	25/25	25/25	25/25
220104	23/25 (WL: 10)	25/25 (WL: 8)	24/25 (WL: 8)	20/25 (WL: 8)
