DATE	A00
220204	0/80
220212	6/80
220213	9/80
220214	16/80
220215	21/80
220216	24/80
220216	25/80
220218	30/80
220219	33/80
220220	34/80
220222	37/80
220224	38/80
220228	39/80
220301	41/80
220303	42/80
220304	43/80
