DATE	A00	B00
220204	0/60	N/A
220213	2/60	N/A
220215	6/30	N/A
220216	7/30	N/A
220221	12/30	N/A
220222	17/30	N/A
220223	29/30	N/A
220225	30/30 WL1	N/A
220303	30/30 WL4	N/A
220321	30/30 WL2	N/A
220323	30/30 WL3	N/A
220328	30/30 WL2	N/A
220330	30/30	N/A
220331	30/30 WL2	N/A
220404	30/30 WL4	N/A
220405	30/30 WL5	N/A
220406	30/30 WL6	N/A
220407	32/30 WL4	N/A
220408	33/30 WL2	N/A
220410	32/30 WL2	N/A
220412	32/32 WL2	N/A
220417	6/30	22/30
220417	5/30	9/30
220625	24/30	30/30 WL4
