DATE	A00
220204	0/250
220212	13/250
220213	37/250
220214	44/250
220215	107/250
220216	219/250
220216	250/250
220221	250/250 WL1
220221	250/250 WL17
220222	250/250 WL23
220223	250/250 WL53
220224	250/250 WL65
220225	250/250 WL82
220226	250/250 WL81
220227	250/250 WL82
220301	250/250 WL80
220302	250/250 WL79
220303	250/250 WL80
220305	250/250 WL81
220306	250/250 WL80
220308	250/250 WL78
220309	250/250 WL77
220311	250/250 WL79
220316	250/250 WL77
220321	250/250 WL73
220323	250/250 WL69
220324	250/250 WL65
220328	250/250 WL62
220328	250/250 WL65
220330	249/250 WL67
220331	249/250 WL63
220404	249/250 WL51
220405	250/250 WL49
220406	249/300 WL49
220407	299/300 WL2
