DATE	A01
220204	0/28
220213	1/28
220214	2/28
220216	4/28
220218	5/28
220225	11/28
220226	12/28
220301	13/28
220302	14/28
220308	15/28
220310	16/28
220312	15/28
220407	16/28
220417	17/28
220823	15/25
