DATE	A00
220204	0/170
220212	3/170
220213	16/170
220214	26/170
220215	77/170
220216	90/170
220216	100/170
220221	103/170
220222	106/170
220223	121/170
220224	123/170
220225	127/170
220228	128/170
220301	131/170
220316	132/170
220321	134/170
