DATE	A50	A51	A52	A53
211115	9/12	12/12	12/12	7/12
220102	11/12	12/12	12/12	12/12
220104	12/12	12/12	12/12	12/12
220109	12/12	12/12	12/12	12/12
220117	11/12	13/13	12/12	12/12
