DATE	A01	A02	A03	A04	A05	A06
220204	0/16	0/16	0/16	0/16	N/A	N/A
220212	0/16	1/16	0/16	0/16	N/A	N/A
220213	2/16	5/16	0/16	1/16	N/A	N/A
220214	3/16	5/16	0/16	1/16	N/A	N/A
220221	3/16	5/16	0/16	2/16	N/A	N/A
220222	4/16	6/16	0/16	2/16	N/A	N/A
220223	8/16	7/16	0/16	3/16	N/A	N/A
220303	9/16	7/16	0/16	3/16	N/A	N/A
220305	9/16	6/16	0/16	3/16	N/A	N/A
220321	N/A	N/A	N/A	N/A	3/16	1/16
220323	N/A	N/A	N/A	N/A	8/16	2/16
220328	N/A	N/A	N/A	N/A	10/16	3/16
