DATE	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12
220823	32/32 WL1	32/32 WL1	32/32 WL1	32/32 WL2	32/32 WL3	32/32 WL4	32/32 WL1	32/32 WL1	32/32 WL1	32/32 WL1	32/32	12/32
