DATE	A00
220204	0/80
220213	1/80
220215	5/80
220216	8/80
220216	11/80
220217	12/80
220218	13/80
220221	19/80
220222	20/80
220223	39/80
220224	45/80
220225	63/80
220226	70/80
220227	72/80
