DATE	A00
220204	0/20
220213	1/20
220215	7/20
220216	14/20
220216	15/20
220221	16/20
220221	19/20
220222	20/20 WL1
220223	20/20 WL3
220224	20/20 WL4
220225	20/20 WL6
