DATE	A01	A02
220204	0/35	N/A
220213	3/35	N/A
220215	12/35	N/A
220216	19/35	N/A
220216	26/35	N/A
220217	28/35	N/A
220218	30/35	N/A
220219	31/35	N/A
220221	35/35	N/A
220222	35/35 WL1	N/A
220223	35/35 WL10	N/A
220224	35/35 WL13	N/A
220225	35/35 WL15	N/A
220301	35/35 WL16	N/A
220303	35/35 WL16	0/0
220304	35/30 WL3	12/30
220308	35/30 WL3	10/30
220312	34/30 WL3	11/30
220314	34/30 WL3	12/30
220316	33/30 WL3	13/30
