DATE	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	G02
220417	20/20 WL6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220823	10/13	11/13	14/14	14/14	14/14	13/14 WL1	14/14	13/14	13/14 WL2	13/14 WL1	13/14 WL3	13/14 WL3	13/14	13/14
