DATE	A00	B00
220204	0/50	N/A
220212	2/50	N/A
220214	3/50	N/A
220215	7/50	N/A
220216	8/50	N/A
220221	9/50	N/A
220302	8/50	N/A
220305	7/50	N/A
220306	8/50	N/A
220314	9/50	N/A
220316	10/50	N/A
220330	9/50	N/A
220331	10/50	N/A
220404	11/50	N/A
220405	13/50	N/A
220406	11/50	N/A
220408	12/50	N/A
220823	27/98	36/98
