DATE	A01
220204	0/42
220212	2/42
220215	6/42
220218	7/42
220219	8/42
220222	9/42
220223	11/42
220225	12/42
220226	18/42
220227	20/42
220228	22/42
220301	25/42
220302	26/42
220308	28/42
220316	36/42
220317	37/42
