DATE	A00
220204	0/50
220213	2/50
220214	3/50
220215	5/50
220216	6/50
220216	8/50
220226	9/50
220302	10/50
220303	11/50
220304	12/50
220305	13/50
220306	15/50
220307	16/50
220311	17/50
220312	18/50
220328	16/50
220328	17/50
220330	28/50
220404	30/50
220405	32/50
220407	34/50
220408	36/50
220417	38/50
