DATE	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16
220823	20/20	20/20	20/20	19/20	8/20	17/20 WL1	3/20	6/20	16/20	13/20	3/20	10/20	14/20	5/20	10/20	10/20
