DATE	A00
220204	0/15
220213	2/15
220214	3/15
220215	5/15
220219	7/15
220224	8/15
220301	10/15
220308	11/15
220311	12/15
220312	13/15
220321	14/15
220324	13/15
220330	12/15
220404	13/15
