DATE	A01
220204	0/70
220212	1/70
220213	31/70
220214	47/70
220215	70/70
220221	70/70 WL2
220222	70/70 WL7
220223	70/70 WL32
220224	70/70 WL53
220225	70/70 WL62
220227	70/70 WL65
220228	69/70 WL65
220301	70/70 WL65
220302	70/70 WL63
220303	70/70 WL64
220304	70/70 WL63
220307	70/70 WL64
220309	70/70 WL65
220311	70/70 WL64
220312	70/70 WL63
220314	70/70 WL64
220316	70/70 WL63
220317	70/70 WL62
220323	69/70 WL59
220324	70/70 WL60
220328	70/70 WL54
220328	70/70 WL57
220330	69/70 WL50
220331	68/70 WL44
220404	69/70 WL39
220405	70/70 WL37
