DATE	A00	B00
220204	0/0	N/A
220223	0/0 WL1	N/A
220301	0/0 WL3	N/A
220303	0/0 WL4	N/A
220312	0/0 WL6	N/A
220314	0/0 WL7	N/A
220316	0/0 WL8	N/A
220317	9/0 WL1	N/A
220321	10/0 WL1	N/A
220324	10/0	N/A
220330	11/0 WL1	N/A
220404	11/0 WL1	1/10
220408	2/0 WL1	1/10
