DATE	A01	A02	A03	A04	A05	A06
211115	13/30	11/30	7/30	11/30	8/30	4/30
220102	29/30	30/30	30/30	30/30	29/30	30/30
220104	30/30 (WL: 1)	30/30 (WL: 2)	30/30 (WL: 2)	29/30 (WL: 2)	30/30 (WL: 2)	30/30 (WL: 2)
