DATE	A00	B00
220204	0/100	0/98
220212	15/100	0/98
220213	28/100	3/98
220214	32/100	6/98
220215	43/100	8/98
220216	48/100	11/98
220216	49/100	13/98
220217	50/100	14/98
220218	52/100	14/98
220219	55/100	15/98
220220	58/100	16/98
220221	60/100	17/98
220222	61/100	17/98
220223	64/100	18/98
220224	64/100	19/98
220225	66/100	20/98
220226	67/100	21/98
220227	69/100	21/98
220301	67/100	21/98
220302	68/100	22/98
220303	69/100	22/98
