DATE	001	002	003	004	005	006	008	009	010	011	012	013	014	015	016	017	018	019	022	023	024	025	026	027	028	029
220204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220212	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	0	0
220214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	N/A	1	0	0
220216	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	N/A	2	1	0
220219	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	N/A	2	1	0
220223	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	N/A	3	1	0
220224	1	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	N/A	3	1	0
220301	1	0	0	4	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	1	N/A	3	1	1
220303	1	0	0	5	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	1	N/A	3	1	1
220305	1	0	0	5	0	0	0	2	1	0	0	0	0	1	1	0	2	1	0	0	1	1	N/A	4	1	1
220310	1	0	0	5	0	0	0	2	1	0	1	0	0	1	1	0	2	1	0	0	1	1	N/A	4	1	1
220312	1	0	0	5	0	0	0	2	1	0	1	0	0	1	1	0	3	1	0	0	1	1	N/A	4	2	1
220316	1	0	0	8	0	0	0	3	1	0	1	0	0	2	1	0	5	1	0	0	2	2	N/A	4	2	1
220321	1	0	0	8	0	0	1	3	1	1	1	0	0	2	1	0	5	1	0	0	2	2	N/A	4	2	1
220323	1	0	0	9	0	0	1	3	1	1	1	0	0	2	1	0	5	1	0	0	2	2	N/A	4	2	1
