DATE	A00
220204	0/50
220213	2/50
220214	3/50
220215	6/50
220216	10/50
220216	11/50
220217	12/50
220218	16/50
220221	17/50
220221	18/50
220223	19/50
220224	20/50
220225	21/50
220226	22/50
