DATE	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12
220417	25/25	12/25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220823	19/20 WL4	20/20 WL2	20/20 WL4	19/20 WL3	9/20 WL4	19/20 WL6	7/20 WL2	18/20 WL2	13/20 WL2	14/20 WL2	7/20 WL2	20/20 WL3
