DATE	A01	A02	A03	A04
211115	7/32	0/32	2/32	4/32
220102	32/32	32/32	32/32	32/32
220104	32/32	32/32	32/32	32/32
220109	32/32 (WL: 4)	32/32 (WL: 2)	32/32 (WL: 3)	32/32 (WL: 4)
