DATE	A00
220204	0/295
220212	4/295
220213	18/295
220214	21/295
220215	35/295
220216	47/295
220216	84/295
220217	86/295
220219	87/295
220221	101/295
220222	106/295
220223	161/295
220224	228/295
220225	295/295 WL30
220226	295/295 WL34
220227	295/295 WL35
220228	295/295 WL37
220301	295/295 WL34
220302	295/295 WL36
220303	295/295 WL37
220304	295/295 WL38
220305	295/295 WL37
220307	295/295 WL38
220310	294/295 WL40
220311	295/295 WL38
220316	295/295 WL37
220321	295/295 WL38
220323	295/295 WL36
220328	295/295 WL31
220328	295/295 WL34
220330	293/295 WL34
220331	295/295 WL30
220404	295/295 WL24
220405	294/295 WL24
220406	295/295 WL21
220407	295/295 WL19
220408	294/295 WL13
220410	294/295 WL11
220417	292/295 WL11
220417	33/60
220625	55/60
