DATE	A00	B00
220204	0/100	0/100
220212	14/100	12/100
220213	15/100	14/100
220214	16/100	13/100
220215	15/100	13/100
220218	14/100	14/100
220223	13/100	14/100
220224	12/100	14/100
220302	12/100	15/100
220306	12/100	14/100
220311	12/100	15/100
220312	12/30	15/30
220314	14/30	13/30
220316	14/30	14/30
220323	15/30	13/30
220324	16/30	14/30
