DATE	A00
220204	0/42
220212	1/42
220213	4/42
220215	10/42
220216	13/42
220216	16/42
220217	17/42
220218	22/42
220221	24/42
220223	28/42
220224	33/42
220225	42/42 WL2
220226	42/42 WL1
220227	42/42 WL2
220228	42/42 WL4
220301	42/50 WL3
220302	45/50
220303	46/50
220304	47/50
220306	46/50
220308	47/50
220309	49/50
220310	50/50
220312	49/50
220314	50/50
220316	50/50 WL1
220321	50/50 WL2
220323	50/50 WL3
220328	49/50 WL3
220328	48/50 WL6
