DATE	A00
220204	0/30
220212	1/30
220213	2/30
220214	3/30
220215	6/30
220216	8/30
220221	9/30
220221	11/30
220222	12/30
220223	15/30
220224	20/30
220225	29/30
220226	30/30
220301	30/30 WL2
220302	29/30 WL2
220303	29/30 WL1
220304	30/30
220310	29/30
220312	30/30
220321	30/30 WL1
220324	30/30
220328	29/30
