DATE	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	B13	B14	B15	B16	B17	B18
220823	9/9 WL1	8/8	8/8	8/8	8/8 WL1	8/8	8/8	4/4	4/4 WL1	6/6	4/4	4/4	4/4	5/5	8/10	4/4	10/12	4/4	4/4	4/4	6/6 WL1	4/4	4/4 WL1	4/4	4/4	4/4 WL1	4/4	4/4	3/4	4/4	6/6 WL1	4/4	9/12	12/12	2/12
