DATE	A00
220204	0/20
220212	3/20
220213	5/20
220214	7/20
220215	11/20
220216	13/20
220216	14/20
220221	15/20
220303	16/20
220304	15/20
220305	16/20
220308	20/20
220321	22/25
220324	23/25
220328	24/25
220330	25/25
220331	26/26
