DATE	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16
220823	25/25 WL9	25/25 WL8	25/25 WL7	25/25 WL8	25/25 WL8	25/25 WL8	25/25 WL10	25/25 WL11	25/25 WL8	25/25 WL7	25/25 WL7	25/25 WL7	25/25 WL8	25/25 WL10	25/25 WL11	25/25 WL9
