DATE	A00
220204	0/50
220215	1/50
220216	2/50
220221	3/50
220225	5/50
220302	6/50
220303	7/50
220304	8/50
220324	9/50
220330	12/50
220404	13/50
220405	15/50
220406	12/50
220407	13/50
220410	12/50
