DATE	A00
220204	0/50
220212	1/50
220213	3/50
220214	4/50
220215	10/50
220216	17/50
220216	23/50
220218	24/50
220221	28/50
220222	30/50
220223	40/50
220224	47/50
220225	50/50 WL4
220226	50/50 WL6
220227	50/50 WL7
220302	50/50 WL8
220303	50/50 WL7
220312	50/50 WL9
220316	50/50 WL8
220321	49/50 WL7
220323	50/50 WL4
220324	50/50 WL5
220328	50/50 WL4
220328	50/50 WL5
