DATE	A00	B00
220204	0/56	N/A
220212	2/56	N/A
220214	3/56	N/A
220215	6/56	N/A
220216	10/56	N/A
220218	9/56	N/A
220223	12/56	N/A
220224	18/56	N/A
220225	25/56	N/A
220226	24/56	N/A
220228	25/56	N/A
220301	26/56	N/A
220302	27/56	N/A
220305	28/56	N/A
220308	29/56	N/A
220309	30/56	N/A
220314	32/56	N/A
220317	34/56	N/A
220328	39/56	N/A
220328	40/56	N/A
220330	43/56	N/A
220331	42/56	N/A
220404	45/56	N/A
220407	43/56	N/A
220408	44/56	N/A
220823	14/0	20/70
