DATE	A00
220204	0/42
220212	1/42
220213	2/42
220215	5/42
220216	7/42
220221	8/42
220221	9/42
220222	10/42
220223	18/40
220224	20/40
220225	21/40
220227	22/40
220302	23/40
220303	24/40
220306	23/40
220317	22/40
220328	24/40
220330	26/40
220331	29/40
220404	28/40
220410	27/40
220417	23/40
