DATE	A50
220204	0/146
220212	5/146
220213	33/146
220214	42/146
220215	92/146
220216	104/146
220216	105/146
220221	112/146
220222	119/146
220223	146/146 WL22
220224	146/146 WL21
220226	146/146 WL22
220227	146/146 WL23
220302	146/146 WL22
220303	146/146 WL23
220304	146/146 WL24
220305	145/146 WL24
220306	146/146 WL23
220308	146/146 WL38
220309	146/146 WL37
220316	146/146 WL36
220321	146/146 WL34
220324	146/146 WL33
220328	146/146 WL32
220328	145/146 WL29
220330	141/146 WL24
220331	142/146 WL13
220404	145/146 WL2
