DATE	A00	B00
220204	0/10	N/A
220212	2/10	N/A
220213	3/10	N/A
220215	5/10	N/A
220216	6/10	N/A
220301	7/10	N/A
220305	N/A	1/10
220306	N/A	2/10
220309	N/A	3/10
220310	N/A	5/10
220323	N/A	6/10
220330	N/A	7/10
