DATE	A01	A02	A03	A04
211115	21/28	17/28	10/28	11/28
220102	28/28	27/28	27/28	28/28
220104	28/28	27/28	28/28	28/28
220109	28/28	26/28 (WL: 1)	28/28 (WL: 1)	27/28
