DATE	A00	B00
220204	0/15	N/A
220212	1/15	N/A
220213	4/15	N/A
220214	5/15	N/A
220215	6/15	N/A
220216	8/15	N/A
220223	8/0	N/A
220224	N/A	0/0
220225	N/A	2/20
220226	N/A	3/20
220228	N/A	4/20
220301	N/A	6/20
220302	N/A	7/20
