DATE	001	002	003	004	005	006	007	008	009	010	011	012	013	014	015	016	017	018	019	020	021	022	023	024	025	026	027	028	029	030	031	032	033	034	035	036	037	038	039	040	041	042	043	044	045	046	047	048	049	050	051	052	053	054	055	056	057	058	059	060	061	062	063	064	065	066	067	068	069	070	071	072	073	074	075	076	077	078	079	080	081	082	083	084	085	086	087	088	089	090	091	092	093	094	095	096	097	098	099	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152
220204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211115	1	0	3	0	1	1	0	0	0	0	1	1	3	0	1	0	0	1	0	2	1	1	0	2	0	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	2	1	1	1	1	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	2	1	5	0	1	1	2	3	2	0	1	1	1	1	1	3	0	1	0	0	1	0	4	0	0	2	0	1	2	1	0	1	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220102	3	2	5	8	4	4	3	2	0	1	3	4	8	0	1	1	4	8	0	5	1	1	1	4	1	0	0	0	1	2	2	0	2	0	3	0	3	2	1	0	0	2	4	2	0	0	1	0	3	0	2	6	3	1	4	0	3	4	1	1	3	0	2	1	0	3	1	1	4	3	2	3	2	3	1	4	2	1	2	5	1	2	5	1	1	2	3	2	2	2	2	7	1	3	6	3	3	5	2	2	1	10	1	2	3	0	2	4	0	3	1	7	0	0	4	3	2	3	1	0	10	1	1	2	1	2	2	3	1	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220104	3	2	5	8	4	4	3	2	0	1	3	4	8	0	1	1	4	8	0	5	1	1	1	4	1	0	0	0	1	2	2	0	2	0	3	0	3	2	1	0	0	2	4	2	0	0	1	0	3	0	2	6	3	1	4	0	3	4	1	1	3	0	2	1	0	3	1	1	4	3	2	3	2	3	1	4	2	1	2	5	1	2	5	1	1	2	3	2	2	2	2	7	1	3	7	3	3	5	2	2	1	10	1	2	3	0	2	4	0	3	1	7	0	0	4	3	2	3	1	0	10	1	1	2	1	2	2	3	1	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220109	4	2	5	8	4	4	3	2	0	1	3	4	7	0	1	1	4	8	0	5	1	1	1	4	1	0	0	0	1	2	2	0	2	0	3	0	3	2	1	0	0	2	4	2	0	0	1	0	3	0	2	6	3	1	4	0	3	5	1	1	3	0	2	1	0	3	2	1	4	3	2	3	2	3	1	4	2	1	2	5	1	2	5	1	1	2	3	2	2	2	2	7	1	3	7	3	3	5	2	2	1	10	1	2	3	0	2	4	0	3	1	7	0	0	4	3	2	3	1	0	11	1	1	2	1	2	2	3	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220117	4	2	5	8	4	4	3	2	0	1	3	4	7	0	1	1	4	8	0	5	1	1	1	4	1	0	0	0	1	2	2	0	2	0	3	0	3	2	1	0	0	2	4	2	0	0	1	0	3	0	2	6	3	1	4	0	3	5	1	1	4	0	2	1	0	3	2	1	4	3	2	3	2	3	1	4	2	1	2	5	1	2	5	1	1	2	3	2	2	2	4	7	1	3	7	3	2	6	2	2	1	10	1	2	3	0	2	4	0	3	1	7	0	0	4	3	2	3	1	0	11	1	1	2	1	2	2	3	2	1	2	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
