DATE	A00
220204	0/295
220212	6/295
220213	26/295
220214	32/295
220215	57/295
220216	99/295
220216	170/295
220217	179/295
220218	194/295
220219	199/295
220221	201/295
220221	232/295
220222	242/295
220223	294/295 WL33
220224	295/295 WL65
220225	295/295 WL78
220226	295/295 WL75
220227	295/295 WL74
220301	295/295 WL73
220302	295/295 WL74
220303	294/295 WL74
220304	295/295 WL73
220306	295/295 WL74
220309	295/295 WL75
220310	295/295 WL74
220311	294/295 WL75
220312	295/295 WL74
220314	295/295 WL73
220316	295/295 WL72
220317	293/295 WL73
220321	295/295 WL71
220323	294/295 WL69
220324	293/295 WL65
220328	295/295 WL58
220328	295/295 WL60
220330	345/395 WL22
220331	364/395 WL6
220404	374/395 WL4
220405	372/395 WL2
220406	369/395 WL3
220407	372/395 WL2
220408	370/395 WL1
220410	368/395 WL1
220412	366/395 WL1
220417	364/395 WL1
220417	89/90 WL87
220625	162/180 WL2
