DATE	A01	A02	A03	A04	B01	B03	B04	B05	C01	C02	C03	C04	D01	D03	D04	D05
220823	19/19 WL6	19/19 WL4	19/19 WL5	19/19 WL4	19/19 WL3	19/19 WL3	19/19 WL4	19/19 WL4	1/6	0/6	0/6	0/6	0/6	0/6	0/6	0/6
