DATE	A01	B01
220204	0/15	N/A
220212	3/15	N/A
220213	15/15	N/A
220221	15/15 WL1	N/A
220222	15/15 WL2	N/A
220223	16/15 WL4	N/A
220225	16/15 WL5	N/A
220302	16/15 WL4	N/A
220324	16/15 WL3	N/A
220328	16/15 WL2	N/A
220330	16/15 WL3	N/A
220331	16/15 WL2	N/A
220405	16/15 WL1	N/A
220823	N/A	15/15 WL3
