DATE	A00	B00
220204	0	N/A
220213	1	N/A
220214	3	N/A
220216	4	N/A
220217	5	N/A
220223	6	N/A
220224	7	N/A
220225	9	N/A
220302	10	N/A
220304	11	N/A
220308	12	N/A
220310	13	N/A
220311	14	N/A
220314	16	N/A
220823	4	8
