DATE	A00
220204	0/20
220215	1/20
220216	2/20
220217	3/20
220221	4/20
220227	5/20
220301	6/20
220302	5/20
220304	4/20
220307	3/20
220309	4/20
220316	5/20
220328	3/20
220330	4/20
