DATE	A01	A02	A03	A04	A05	A06	A07	A08	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	D13	D14
220417	50/50 WL11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	50/50 WL50	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220417	31/50	13/50	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
220823	28/28 WL2	28/28 WL2	28/28 WL2	28/28 WL2	28/28 WL3	28/28 WL2	28/28 WL3	28/28 WL2	28/28	28/28	18/28	28/28 WL1	24/28	20/28	0/0	0/0	28/28	26/28	0/0	0/0	28/28 WL1	28/28 WL2	28/28 WL1	28/28 WL1	28/28 WL1	28/28 WL1	27/28 WL1	28/28 WL1	28/28 WL2	28/28 WL1	0/0	0/0	28/28 WL1	28/28 WL2	28/28 WL2	28/28 WL2	28/28 WL1	28/28 WL1	0/30	0/30	28/28 WL3	28/28 WL1
