DATE	A00	B00
220204	0/60	0/60
220212	22/60	44/60
220213	26/60	48/60
220214	26/60	54/60
220215	29/60	54/60
220216	29/60	55/60
220216	27/60	57/60
220219	25/60	60/60
220223	25/60	59/60
220224	24/60	60/60
220301	24/60	59/60
220302	26/60	60/60
220305	26/60	59/60
220306	27/60	59/60
220307	28/60	59/60
220309	28/60	60/60
220310	28/60	60/60 WL1
220314	31/60	60/60 WL1
220316	29/60	60/60 WL2
220321	29/60	60/60 WL3
220323	29/60	60/60 WL2
